gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,106.0625,415.55,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,5986.55,0
Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,132.875,5487.0,0
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,86.3125,651.5,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,56.75,45.4,0
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,92.0625,73.65,1
Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,92.375,2405.05,1
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,97.1875,4458.15,1
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,124.1875,6856.45,0
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,63.4375,50.75,0
Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),108.875,4735.2,0
Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.1875,682.15,0
Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),123.375,4525.8,0
Female,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,31.5,321.05,0
Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),69.625,335.65,0
Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),81.6875,1424.4,0
Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.625,1748.55,0
Female,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,105.4375,474.9,1
Female,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,106.1875,668.4,1
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,92.3125,926.25,1
Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.3125,1077.95,0
Male,0,Yes,Yes,49,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.75,2541.25,1
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,57.5,46.0,1
Male,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,99.25,1156.1,1
Male,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),75.625,3694.45,0
Male,0,No,No,17,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),31.375,382.8,0
Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),89.75,1167.8,1
Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.0625,746.75,0
Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,110.5,3912.9,1
Female,0,Yes,Yes,12,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),37.8125,368.85,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,20.2,0
Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,74.875,1654.7,0
Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.4375,1940.85,0
Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,57.5,221.7,1
Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),126.625,1794.65,0
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),96.1875,5289.8,0
Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,69.125,501.2,0
Female,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),115.5625,6140.85,0
Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),60.5625,48.45,0
Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.1875,309.25,0
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),64.6875,201.1,1
Male,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),108.375,6179.35,0
Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,118.0,2838.7,1
Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,69.625,55.7,0
Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),105.3125,4589.85,0
Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,80.8125,3735.45,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,87.6875,70.15,1
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),86.5,477.55,0
Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),68.3125,2553.7,0
Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.9375,1342.15,0
Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.9375,1216.35,0
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),131.25,7578.05,0
Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),74.8125,2603.95,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0625,42.7,0
Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),115.1875,6056.9,0
Male,0,Yes,Yes,68,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,56.0,2983.65,0
Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.125,689.35,0
Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),119.25,2025.1,0
Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,100.4375,1747.2,0
Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.375,4657.95,0
Male,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),43.375,296.1,1
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),143.8125,8016.6,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,101.375,81.1,1
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9375,433.5,0
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6875,20.55,1
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,133.25,6428.4,1
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.6875,5883.85,0
Female,1,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,98.5625,1043.8,0
Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,133.4375,6252.9,1
Male,1,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),108.1875,1857.25,0
Male,0,No,No,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,53.0,146.4,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,111.8125,240.45,1
Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),30.3125,1724.15,0
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,122.375,315.3,1
Male,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.625,429.55,0
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.5,356.15,0
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3125,488.25,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,69.625,55.7,1
Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.75,1298.7,0
Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1378.75,0
Male,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,99.75,973.45,1
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,100.25,384.25,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),145.5,8543.25,0
Female,0,No,No,13,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,39.5625,389.95,0
Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),117.6875,5731.85,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.8125,20.65,0
Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),96.0625,4275.75,0
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1875,84.5,0
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,69.0625,1924.1,0
Female,0,Yes,No,18,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,48.8125,669.85,1
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),102.6875,5784.3,0
Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),128.75,5166.2,0
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),118.875,4060.55,0
Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,104.875,267.4,1
Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,118.9375,3532.85,0
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.75,4914.8,0
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),93.5,5315.8,0
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,87.3125,69.85,1
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.5625,775.6,0
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),97.9375,5445.95,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,66.9375,53.55,1
Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.875,1007.8,0
Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,833.55,0
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),117.375,6579.05,1
Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.9375,1004.5,0
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,141.4375,7856.0,1
Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.0,1183.05,0
Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,106.1875,2169.75,1
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),100.625,896.9,1
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.125,19.3,1
Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.9375,501.35,0
Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),114.125,4126.35,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,62.0625,49.65,1
Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),67.9375,2460.15,1
Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.9375,477.6,0
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,110.5625,370.65,1
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6875,265.75,0
Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),94.375,2424.45,0
Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,104.6875,1849.95,0
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.25,61.05,0
Female,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.125,1698.55,0
Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),113.125,1910.6,1
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.9375,998.1,0
Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,118.5625,890.6,1
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),87.4375,529.5,1
Female,0,Yes,Yes,35,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,51.125,1383.6,0
Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,100.3125,493.4,0
Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),60.75,48.6,1
Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,88.5,1207.0,0
Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,75.25,563.5,0
Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),69.0,864.55,0
Female,1,No,No,40,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,69.75,2109.35,1
Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),67.6875,701.05,0
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),100.1875,2265.25,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,94.375,220.6,1
Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),125.5,5749.8,0
Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),78.1875,2796.45,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),88.0625,5165.7,0
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),106.875,5696.6,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,20.2,1
Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,68.125,2076.05,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.9375,44.2,0
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4375,215.25,0
Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),113.75,1859.5,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),131.0,7470.1,0
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),93.4375,229.5,1
Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,130.0625,2470.1,1
Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,63.875,2092.9,0
Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),112.25,5629.55,0
Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.6875,469.85,0
Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),80.0625,733.95,0
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,93.5625,485.25,0
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,120.8125,1244.5,1
Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0625,20.05,1
Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,129.3125,3994.45,1
Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,31.25,78.25,0
Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.375,1131.5,0
Male,0,No,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32.9375,184.05,0
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.875,19.9,1
Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,68.375,1178.75,0
Male,0,Yes,No,14,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,57.9375,667.7,1
Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),112.8125,5629.15,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.9375,19.95,1
